ServiceApprovalNumber,ServiceName,ProviderLegalName,ServiceType,Suburb,State,Postcode,longitude,latitude,coordinate_valid,OverallRating,rating_group,NumberOfApprovedPlaces,DistanceToBusStation_km,DistanceToTrainStation_km,nearest_transport_distance_km,transport_distance_invalid,transport_distance_review,annual_weekly_operating_hours,annual_hours_valid,term_weekly_operating_hours_unadjusted,term_weekly_operating_hours,term_hours_overlap_adjusted,holiday_weekly_operating_hours,weekly_operating_hours,operating_hours_basis,detailed_offering_count,detailed_offering_combination,remoteness_code,remoteness_area,remoteness_broad_group,boundary_state_name,boundary_state_abbr,remoteness_match_status,state_boundary_consistent,QualityArea1Rating,QualityArea2Rating,QualityArea3Rating,QualityArea4Rating,QualityArea5Rating,QualityArea6Rating,QualityArea7Rating,Long Day Care,Preschool/Kindergarten - Part of a School,Preschool/Kindergarten - Stand alone,Outside school Hours Care - After School,Outside school Hours Care - Before School,Outside school Hours Care - Vacation Care,Other
SE-00009874,Warawyn Boat Harbour Outside School Hours Care,Waratah-Wynyard Council,Centre-Based Care,BOAT HARBOUR,TAS,7321,145.635921,-40.944100,True,Meeting NQS,Meets NQS,30.000000,25.650932,25.923349,25.650932,False,False,,False,18.750000,18.750000,False,,18.750000,School term,1.000000,OSHC: After School,62,Outer Regional Australia,Regional Australia,Tasmania,TAS,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,No,No,No,Yes,No,No,No
SE-00009876,Brighton Childcare & Early Learning Centre,Tasmanian Child Care Centres Pty Ltd,Centre-Based Care,BRIGHTON,TAS,7030,147.259431,-42.699990,True,Meeting NQS,Meets NQS,76.000000,15.722381,14.651867,14.651867,False,False,60.000000,True,,,False,,60.000000,Annual,4.000000,Long Day Care + OSHC: After School + OSHC: Before School + OSHC: Vacation Care,61,Inner Regional Australia,Regional Australia,Tasmania,TAS,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Yes,No,No,Yes,Yes,Yes,No
SE-00009877,Brighton Family Day Care,Brighton Family Day Care Pty Ltd,Family Day Care,BRIDGEWATER,TAS,7030,147.244114,-42.737816,True,Meeting NQS,Meets NQS,,11.906696,10.684083,10.684083,False,False,35.000000,True,,,False,,35.000000,Annual,0.000000,No detailed offering recorded,61,Inner Regional Australia,Regional Australia,Tasmania,TAS,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,No,No,No,No,No,No,No
SE-00009878,Lady Gowrie-Brighton Outside School Hours Care,Lady Gowrie Tasmania Inc.,Centre-Based Care,BRIGHTON,TAS,7030,147.259382,-42.698666,True,Meeting NQS,Meets NQS,60.000000,15.868583,14.799021,14.799021,False,False,,False,28.750000,28.750000,False,57.500000,28.750000,School term,3.000000,OSHC: After School + OSHC: Before School + OSHC: Vacation Care,61,Inner Regional Australia,Regional Australia,Tasmania,TAS,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,No,No,No,Yes,Yes,Yes,No
SE-00009879,Bungawitta Early Learning Centre,J & L Enterprises Pty Ltd,Centre-Based Care,NEWNHAM,TAS,7248,147.126107,-41.387690,True,Exceeding NQS,Above NQS,47.000000,5.322020,5.569488,5.322020,False,False,60.000000,True,,,False,,60.000000,Annual,1.000000,Long Day Care,61,Inner Regional Australia,Regional Australia,Tasmania,TAS,Matched by spatial join,True,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Yes,No,No,No,No,No,No
SE-00009880,Cambridge Road Play and Learn Centre,Yaderef Pty Limited as Trustee for Fereday Family Trust No 2,Centre-Based Care,WARRANE,TAS,7018,147.377194,-42.863928,True,Meeting NQS,Meets NQS,60.000000,5.014592,9.127747,5.014592,False,False,55.000000,True,,,False,,55.000000,Annual,1.000000,Long Day Care,61,Inner Regional Australia,Regional Australia,Tasmania,TAS,Matched by spatial join,True,Exceeding NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Yes,No,No,No,No,No,No
SE-00009881,Gaia's Nest,Carlton St Child Care Investments Pty Ltd,Centre-Based Care,MORNINGTON,TAS,7018,147.422522,-42.863487,True,Working Towards NQS,Below NQS,61.000000,8.469695,12.591423,8.469695,False,False,55.000000,True,,,False,,55.000000,Annual,1.000000,Long Day Care,61,Inner Regional Australia,Regional Australia,Tasmania,TAS,Matched by spatial join,True,Working Towards NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Yes,No,No,No,No,No,No
SE-00009882,CatholicCare Children's Services - Corpus Christi Outside School Hours Care,CatholicCare Tasmania,Centre-Based Care,BELLERIVE,TAS,7018,147.372221,-42.870913,True,Meeting NQS,Meets NQS,70.000000,4.317587,9.108439,4.317587,False,False,,False,25.000000,25.000000,False,55.000000,25.000000,School term,3.000000,OSHC: After School + OSHC: Before School + OSHC: Vacation Care,61,Inner Regional Australia,Regional Australia,Tasmania,TAS,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,No,No,No,Yes,Yes,Yes,No
SE-00009883,CatholicCare Children's Services - Holy Rosary Outside School Hours Care,CatholicCare Tasmania,Centre-Based Care,CLAREMONT,TAS,7011,147.248469,-42.789471,True,Meeting NQS,Meets NQS,65.000000,6.490159,5.108203,5.108203,False,False,,False,21.250000,21.250000,False,55.000000,21.250000,School term,4.000000,Long Day Care + OSHC: After School + OSHC: Before School + OSHC: Vacation Care,61,Inner Regional Australia,Regional Australia,Tasmania,TAS,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Yes,No,No,Yes,Yes,Yes,No
SE-00009885,CatholicCare Children's Services - Larmenier Outside School Hours Care,CatholicCare Tasmania,Centre-Based Care,ST LEONARDS,TAS,7250,147.196189,-41.459959,True,Meeting NQS,Meets NQS,55.000000,5.742593,4.429351,4.429351,False,False,,False,26.250000,26.250000,False,55.000000,26.250000,School term,3.000000,OSHC: After School + OSHC: Before School + OSHC: Vacation Care,61,Inner Regional Australia,Regional Australia,Tasmania,TAS,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,No,No,No,Yes,Yes,Yes,No
SE-00009888,CatholicCare Children's Services - Sacred Heart Outside School Hours Care,CatholicCare Tasmania,Centre-Based Care,LAUNCESTON,TAS,7250,147.134354,-41.443069,True,Meeting NQS,Meets NQS,60.000000,0.918080,2.566092,0.918080,False,False,,False,26.250000,26.250000,False,55.000000,26.250000,School term,3.000000,OSHC: After School + OSHC: Before School + OSHC: Vacation Care,61,Inner Regional Australia,Regional Australia,Tasmania,TAS,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,No,No,No,Yes,Yes,Yes,No
SE-00009889,CatholicCare Children's Services - St Anthony's Early Learning,CatholicCare Tasmania,Centre-Based Care,RIVERSIDE,TAS,7250,147.094983,-41.406181,True,Meeting NQS,Meets NQS,20.000000,4.686884,6.093390,4.686884,False,False,50.000000,True,26.250000,26.250000,False,50.000000,50.000000,Annual,4.000000,Long Day Care + OSHC: After School + OSHC: Before School + OSHC: Vacation Care,61,Inner Regional Australia,Regional Australia,Tasmania,TAS,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Yes,No,No,Yes,Yes,Yes,No
SE-00009890,CatholicCare Children's Services - St Cuthbert's Outside School Hours Care,CatholicCare Tasmania,Centre-Based Care,LINDISFARNE,TAS,7015,147.355465,-42.843344,True,Meeting NQS,Meets NQS,51.000000,5.360869,6.732151,5.360869,False,False,,False,23.750000,23.750000,False,55.000000,23.750000,School term,3.000000,OSHC: After School + OSHC: Before School + OSHC: Vacation Care,61,Inner Regional Australia,Regional Australia,Tasmania,TAS,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,No,No,No,Yes,Yes,Yes,No
SE-00009891,CatholicCare Children's Services - St Mary's College Outside School Hours Care,CatholicCare Tasmania,Centre-Based Care,HOBART,TAS,7000,147.319291,-42.881958,True,Working Towards NQS,Below NQS,43.000000,0.474472,6.727365,0.474472,False,False,,False,22.500000,22.500000,False,55.000000,22.500000,School term,2.000000,OSHC: After School + OSHC: Vacation Care,61,Inner Regional Australia,Regional Australia,Tasmania,TAS,Matched by spatial join,True,Working Towards NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Working Towards NQS,No,No,No,Yes,No,Yes,No
SE-00009893,CatholicCare Children's Services - St Thomas More's Outside School Hours Care,CatholicCare Tasmania,Centre-Based Care,NEWSTEAD,TAS,7250,147.156856,-41.444940,True,Meeting NQS,Meets NQS,40.000000,2.065991,1.614582,1.614582,False,False,,False,26.250000,26.250000,False,55.000000,26.250000,School term,3.000000,OSHC: After School + OSHC: Before School + OSHC: Vacation Care,61,Inner Regional Australia,Regional Australia,Tasmania,TAS,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,No,No,No,Yes,Yes,Yes,No
SE-00009894,Child Care Connections - Benjafield,Glenorchy City Council,Centre-Based Care,MOONAH,TAS,7009,147.299578,-42.845198,True,Meeting NQS,Meets NQS,43.000000,1.054800,2.564868,1.054800,False,False,52.500000,True,52.500000,52.500000,False,52.500000,52.500000,Annual,1.000000,Long Day Care,61,Inner Regional Australia,Regional Australia,Tasmania,TAS,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Yes,No,No,No,No,No,No
SE-00009895,Child Care Connections - Berriedale,Glenorchy City Council,Centre-Based Care,BERRIEDALE,TAS,7011,147.255332,-42.809427,True,Exceeding NQS,Above NQS,66.000000,4.345505,2.887316,2.887316,False,False,52.500000,True,,,False,,52.500000,Annual,1.000000,Long Day Care,61,Inner Regional Australia,Regional Australia,Tasmania,TAS,Matched by spatial join,True,Exceeding NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Yes,No,No,No,No,No,No
SE-00009897,Circular Head Child Care Centre,Circular Head Children's Services Incorporated,Centre-Based Care,SMITHTON,TAS,7330,145.127451,-40.837889,True,Working Towards NQS,Below NQS,58.000000,69.637223,69.899465,69.637223,False,False,56.250000,True,7.500000,7.500000,False,,56.250000,Annual,4.000000,Long Day Care + OSHC: After School + OSHC: Before School + OSHC: Vacation Care,62,Outer Regional Australia,Regional Australia,Tasmania,TAS,Matched by spatial join,True,Working Towards NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Yes,No,No,Yes,Yes,Yes,No
SE-00009898,Clarence City Council - Cambridge Outside School Hours Care Program,Clarence City Council,Centre-Based Care,CAMBRIDGE,TAS,7170,147.441825,-42.836207,True,Meeting NQS,Meets NQS,72.000000,11.123814,13.655417,11.123814,False,False,,False,16.250000,16.250000,False,,16.250000,School term,1.000000,OSHC: After School,61,Inner Regional Australia,Regional Australia,Tasmania,TAS,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,No,No,No,Yes,No,No,No
SE-00009899,Clarence City Council - Howrah OSHC,Clarence City Council,Centre-Based Care,HOWRAH,TAS,7018,147.402107,-42.881077,True,Meeting NQS,Meets NQS,125.000000,6.466884,11.790836,6.466884,False,False,,False,,,False,,,Missing,2.000000,OSHC: After School + OSHC: Before School,61,Inner Regional Australia,Regional Australia,Tasmania,TAS,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,No,No,No,Yes,Yes,No,No
SE-00009901,Clarence City Council - Lindisfarne OSHC,Clarence City Council,Centre-Based Care,LINDISFARNE,TAS,7015,147.363724,-42.852013,True,Meeting NQS,Meets NQS,100.000000,4.969191,7.629858,4.969191,False,False,,False,20.000000,20.000000,False,50.000000,20.000000,School term,2.000000,OSHC: After School + OSHC: Vacation Care,61,Inner Regional Australia,Regional Australia,Tasmania,TAS,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,No,No,No,Yes,No,Yes,No
SE-00009902,Clarence City Council - Montagu Bay OSHC,Clarence City Council,Centre-Based Care,MONTAGU BAY,TAS,7108,147.352234,-42.864490,True,Exceeding NQS,Above NQS,68.000000,3.317199,7.337623,3.317199,False,False,,False,23.000000,23.000000,False,50.000000,23.000000,School term,3.000000,OSHC: After School + OSHC: Before School + OSHC: Vacation Care,61,Inner Regional Australia,Regional Australia,Tasmania,TAS,Matched by spatial join,True,Meeting NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,No,No,No,Yes,Yes,Yes,No
SE-00009903,Clarence Family Day Care Scheme,Clarence City Council,Family Day Care,BELLERIVE,TAS,7018,147.372734,-42.872195,True,Working Towards NQS,Below NQS,,4.306349,9.214942,4.306349,False,False,,False,,,False,,,Missing,0.000000,No detailed offering recorded,61,Inner Regional Australia,Regional Australia,Tasmania,TAS,Matched by spatial join,True,Meeting NQS,Working Towards NQS,Working Towards NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,No,No,No,No,No,No,No
SE-00009904,Coastal Family Day Care Scheme,Coastal Family Day Care Scheme Inc,Family Day Care,SOMERSET,TAS,7322,145.829676,-41.038947,True,Meeting NQS,Meets NQS,,6.535147,6.786114,6.535147,False,False,35.000000,True,,,False,,35.000000,Annual,0.000000,No detailed offering recorded,62,Outer Regional Australia,Regional Australia,Tasmania,TAS,Matched by spatial join,True,Exceeding NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,No,No,No,No,No,No,No
SE-00009905,Collegiate Early Learning and Outside School Hours Care,St Michael's Collegiate School,Centre-Based Care,SOUTH HOBART,TAS,7004,147.324041,-42.888234,True,Exceeding NQS,Above NQS,129.000000,0.345125,7.524762,0.345125,False,False,52.500000,True,21.250000,21.250000,False,52.500000,52.500000,Annual,4.000000,Long Day Care + OSHC: After School + OSHC: Before School + OSHC: Vacation Care,61,Inner Regional Australia,Regional Australia,Tasmania,TAS,Matched by spatial join,True,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Yes,No,No,Yes,Yes,Yes,No
SE-00009906,Lady Gowrie - Kingston Education and Care Service,Lady Gowrie Tasmania Inc.,Centre-Based Care,KINGSTON,TAS,7050,147.299878,-42.984756,True,Meeting NQS,Meets NQS,55.000000,11.239355,17.224203,11.239355,False,False,53.750000,True,,,False,,53.750000,Annual,1.000000,Long Day Care,61,Inner Regional Australia,Regional Australia,Tasmania,TAS,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Yes,No,No,No,No,No,No
SE-00009909,Cygnet Children's Centre,"Cygnet Community Children's Centre Inc.,",Centre-Based Care,CYGNET,TAS,7112,147.073989,-43.160626,True,Working Towards NQS,Below NQS,48.000000,36.751441,40.154562,36.751441,False,False,52.500000,True,52.500000,52.500000,False,52.500000,52.500000,Annual,4.000000,Long Day Care + OSHC: After School + OSHC: Before School + OSHC: Vacation Care,62,Outer Regional Australia,Regional Australia,Tasmania,TAS,Matched by spatial join,True,Meeting NQS,Working Towards NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Yes,No,No,Yes,Yes,Yes,No
SE-00009910,Roseberry House Early Learning Centre Devonport,Evolve Early Education Pty Ltd,Centre-Based Care,DEVONPORT,TAS,7310,146.348600,-41.191671,True,Working Towards NQS,Below NQS,75.000000,40.268192,3.223547,3.223547,False,False,60.000000,True,,,False,,60.000000,Annual,4.000000,Long Day Care + OSHC: After School + OSHC: Before School + OSHC: Vacation Care,62,Outer Regional Australia,Regional Australia,Tasmania,TAS,Matched by spatial join,True,Working Towards NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Yes,No,No,Yes,Yes,Yes,No
SE-00009911,Little Kindy Penguin,Little Kindy Pty Ltd,Centre-Based Care,PENGUIN,TAS,7316,146.075519,-41.129280,True,Working Towards NQS,Below NQS,45.000000,16.641870,16.367084,16.367084,False,False,55.000000,True,,,False,,55.000000,Annual,4.000000,Long Day Care + OSHC: After School + OSHC: Before School + OSHC: Vacation Care,62,Outer Regional Australia,Regional Australia,Tasmania,TAS,Matched by spatial join,True,Working Towards NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS,Meeting NQS,Working Towards NQS,Yes,No,No,Yes,Yes,Yes,No
SE-00009912,Hillcrest Outside School Hours Care,Devonport Child Care Centres Inc,Centre-Based Care,DEVONPORT,TAS,7310,146.333179,-41.187033,True,Working Towards NQS,Below NQS,30.000000,38.877072,2.619335,2.619335,False,False,,False,27.500000,27.500000,False,,27.500000,School term,1.000000,OSHC: After School,62,Outer Regional Australia,Regional Australia,Tasmania,TAS,Matched by spatial join,True,Working Towards NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Working Towards NQS,No,No,No,Yes,No,No,No
SE-00009913,Discovery Early Learning Centres - Dominic,J & L Enterprises Pty Ltd,Centre-Based Care,GLENORCHY,TAS,7010,147.255224,-42.848383,True,Exceeding NQS,Above NQS,201.000000,2.945680,2.492576,2.492576,False,False,60.000000,True,30.000000,30.000000,False,60.000000,60.000000,Annual,4.000000,Long Day Care + OSHC: After School + OSHC: Before School + OSHC: Vacation Care,61,Inner Regional Australia,Regional Australia,Tasmania,TAS,Matched by spatial join,True,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Yes,No,No,Yes,Yes,Yes,No
SE-00009916,Discovery Early Learning Centres - Immaculate Heart OSHC,J & L Enterprises Pty Ltd,Centre-Based Care,LENAH VALLEY,TAS,7008,147.290599,-42.865505,True,Exceeding NQS,Above NQS,60.000000,2.894555,4.040612,2.894555,False,False,,False,30.000000,30.000000,False,60.000000,30.000000,School term,3.000000,OSHC: After School + OSHC: Before School + OSHC: Vacation Care,61,Inner Regional Australia,Regional Australia,Tasmania,TAS,Matched by spatial join,True,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,No,No,No,Yes,Yes,Yes,No
SE-00009919,Discovery Early Learning Centres - Sacred Heart,J & L Enterprises Pty Ltd,Centre-Based Care,NEW TOWN,TAS,7008,147.305048,-42.861680,True,Meeting NQS,Meets NQS,113.000000,2.783982,4.207413,2.783982,False,False,60.000000,True,27.500000,27.500000,False,60.000000,60.000000,Annual,4.000000,Long Day Care + OSHC: After School + OSHC: Before School + OSHC: Vacation Care,61,Inner Regional Australia,Regional Australia,Tasmania,TAS,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Yes,No,No,Yes,Yes,Yes,No
SE-00009921,DMP Early Learning,DMP Child Care Assoc Inc.,Centre-Based Care,LAUNCESTON,TAS,7250,147.136400,-41.444656,True,Exceeding NQS,Above NQS,68.000000,1.084600,2.528743,1.084600,False,False,51.250000,True,,,False,,51.250000,Annual,1.000000,Long Day Care,61,Inner Regional Australia,Regional Australia,Tasmania,TAS,Matched by spatial join,True,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Yes,No,No,No,No,No,No
SE-00009923,Elanora Children's Centre,Devonport Child Care Centres Inc,Centre-Based Care,DEVONPORT,TAS,7310,146.349502,-41.164705,True,Meeting NQS,Meets NQS,60.000000,39.288536,0.956573,0.956573,False,False,60.000000,True,,,False,,60.000000,Annual,1.000000,Long Day Care,62,Outer Regional Australia,Regional Australia,Tasmania,TAS,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Yes,No,No,No,No,No,No
SE-00009925,Exeter Child Care Centre,Exeter Child Care Centre Incorporated,Centre-Based Care,EXETER,TAS,7275,146.956050,-41.300212,True,Meeting NQS,Meets NQS,80.000000,21.234904,22.405064,21.234904,False,False,52.500000,True,,,False,,52.500000,Annual,4.000000,Long Day Care + OSHC: After School + OSHC: Before School + OSHC: Vacation Care,62,Outer Regional Australia,Regional Australia,Tasmania,TAS,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Yes,No,No,Yes,Yes,Yes,No
SE-00009926,Flagstaff Gully Child Care Centre,Phoenix Children's Services Inc,Centre-Based Care,WARRANE,TAS,7018,147.379958,-42.850436,True,Exceeding NQS,Above NQS,53.000000,6.047443,8.856987,6.047443,False,False,55.000000,True,,,False,,55.000000,Annual,1.000000,Long Day Care,61,Inner Regional Australia,Regional Australia,Tasmania,TAS,Matched by spatial join,True,Exceeding NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Yes,No,No,No,No,No,No
