geography,child_population_0_13,all_services,centre_based_services,centre_based_capacity_records,centre_based_approved_places,all_services_per_1000_children,centre_based_services_per_1000_children,approved_places_per_1000_children,approved_places_per_centre_service,capacity_completeness_pct,national_approved_places_per_1000_children,coverage_gap_from_national
Australia,4316175.000,17649.000,17232.000,17230.000,1185342.000,4.089,3.992,274.628,68.787,99.988,274.628,0.000
